Host,Status,SSL,Port,C2 Server,Https Cert,GET uri,POST uri,User Agent,Watermark
31.187.64.199,Found,True,443,d30qpb9e10re4o.cloudfront.net,10.0.0.2l4.xyz,/gen_204eiT6EX_r4F3fqwHI9boDg,/_/VisualFrontendUi/data/batchexecute,Mozilla/5.0 (Macintosh; Intel Mac OS X 15.0;) Gecko/20100101 Firefox/637.0,0
185.82.202.123,Found,True,443,185.82.202.123,,/j.ad,/submit.php,Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0; QQDownload 733; InfoPath.2),305419896
85.217.171.245,Found,True,443,85.217.171.245,,/ga.js,/submit.php,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.0; Trident/5.0),1
108.61.160.9,Found,True,443,108.61.160.9,*.google.com,/fwlink,/submit.php,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; Win64; x64; Trident/5.0; Avant Browser),1873433027
144.217.207.19,Found,True,443,144.217.207.19,,/g.pixel,/submit.php,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; Trident/5.0; BOIE9;ENUSMSCOM),305419896
173.234.25.78,Found,True,443,162.223.31.160,,/pixel.gif,/submit.php,Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 6.0),0
192.243.102.171,Found,True,443,192.243.102.171,jsquery.com,/jsquery-3.3.1.min.js,/jsquery-3.3.2.min.js,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/42.0.2311.135 Safari/537.36 Edge/12.246",123423511
3.133.100.221,Found,True,443,3.133.100.221,,/dot.gif,/submit.php,Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1),1179788210
45.76.48.40,Found,True,443,45.76.48.40,,/g.pixel,/submit.php,Mozilla/5.0 (compatible; MSIE 10.0; Windows NT 6.2; Win64; x64; Trident/6.0; Avant Browser),1873433027
176.10.118.152,Found,True,443,176.10.118.152,youtude.ru,/watch,/ptracking,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko)",188795730
188.119.113.24,Found,True,443,188.119.113.24,,/visit.js,/submit.php,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; Win64; x64; Trident/5.0; MAAU; NP08),305419896
35.224.238.142,Found,True,443,valvestrailer696.roman-indigo.com,valvestrailer696.roman-indigo.com,/s/ref=nb_sb_noss_1/167-3294888-0262949/field-keywords=books,/N4215/adj/amzn.us.sr.aps,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko,1475333777
198.44.97.181,Found,True,443,198.44.97.180,,/push,/submit.php,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; WOW64; Trident/5.0; BOIE9;ENGB),305419896
167.99.197.196,Found,True,443,myredirector1.live,myteamserver.live,/c/msdownload/update/others/2020/10/29136388_,/c/msdownload/update/others/2020/10/28986731_,Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0),1556462172
162.248.210.234,Found,True,443,wavetips.com,wavetips.com,/us/ky/louisville/312-s-fourth-st.html,/OrderEntryService.asmx/AddOrderLine,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko)",0
176.121.14.251,Found,True,443,176.121.14.251,,/updates.rss,/submit.php,Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1; Trident/4.0; .NET CLR 2.0.50727; 360space),0
18.217.54.127,Found,True,443,3.21.164.42,,/updates.rss,/submit.php,Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0; InfoPath.2; .NET CLR 2.0.50727),1873433027
104.238.205.115,Found,True,443,resfox.com,zeroflip.com,/us/ky/louisville/312-s-fourth-st.html,/OrderEntryService.asmx/AddOrderLine,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko)",0
209.222.98.45,Found,True,443,exrap.com,exrap.com,/us/ky/louisville/312-s-fourth-st.html,/OrderEntryService.asmx/AddOrderLine,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko)",0
64.187.239.138,Found,True,443,ballom.com,ballom.com,/us/ky/louisville/312-s-fourth-st.html,/OrderEntryService.asmx/AddOrderLine,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko)",0
185.232.52.137,Found,True,443,185.232.52.137,,/g.pixel,/submit.php,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; Win64; x64; Trident/5.0),16777216
209.222.98.45,Found,True,443,exrap.com,exrap.com,/us/ky/louisville/312-s-fourth-st.html,/OrderEntryService.asmx/AddOrderLine,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko)",0
192.184.35.222,Found,True,443,exrap.com,exrap.com,/us/ky/louisville/312-s-fourth-st.html,/OrderEntryService.asmx/AddOrderLine,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko)",0
173.234.25.77,Found,True,443,162.223.31.160,,/pixel.gif,/submit.php,Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 6.0),0
206.189.223.152,Found,True,443,206.189.223.152,,/push,/submit.php,Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0; SV1),1782199611
18.217.54.127,Found,True,443,3.21.164.42,,/updates.rss,/submit.php,Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0; InfoPath.2; .NET CLR 2.0.50727),1873433027
193.27.14.247,Found,True,443,ap.availablenationwide.com,ap.availablenationwide.com,/jquery-ajaxSuccess.js,/jquery-before.js,Mozilla/5.0 (Windows NT 6.3; Trident/7.0; rv:11.0) like Gecko,1873433027
18.140.5.214,Found,True,443,b2.crazyshoppings.com,b2.crazyshoppings.com,/c/msdownload/update/others/2019/13/69508286_,/c/msdownload/update/others/2019/36/93260330_,Windows-Update-Agent/10.0.10011.16384 Client-Protocol/1.40,918658016
3.133.100.221,Found,True,443,3.133.100.221,,/dot.gif,/submit.php,Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1),1179788210
134.209.92.85,Found,True,443,134.209.92.85,,/s/ref=nb_sb_noss_1/167-3294888-0262949/field-keywords=books,/N4215/adj/amzn.us.sr.aps,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko,431177299
99.79.101.225,Found,True,443,ajax.microsoft.com,Yolo,/c/msdownload/update/1930155_,/c/msdownload/update/1534335_,Windows-Update-Agent/10.0.10011.16384 Client-Protocol/1.40,1484168582
185.244.150.151,Found,True,443,185.244.150.151,www.amazon.com,/s/ref=nb_sb_noss_1/167-7583947-58959383/field-keywords=books,/DF3f3/adj/amzn.us.sr.aps,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko,278852642
192.184.35.222,Found,True,443,exrap.com,exrap.com,/us/ky/louisville/312-s-fourth-st.html,/OrderEntryService.asmx/AddOrderLine,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko)",0
100.24.56.227,Found,True,443,100.24.56.227,,/bing,/search,Mozilla/5.0 (compatible; MSIE 10.0; Windows NT 6.2; Win64; x64; Trident/6.0; MDDCJS),836116121
163.172.39.102,Found,True,443,163.172.39.102,,/index.jsp,/submit.jsp,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/83.0.4103.61 Safari/537.36",305419896
163.172.39.102,Found,True,443,163.172.39.102,,/index.jsp,/submit.jsp,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/83.0.4103.61 Safari/537.36",305419896
198.44.97.179,Found,True,443,198.44.97.180,,/push,/submit.php,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; WOW64; Trident/5.0; BOIE9;ENGB),305419896
52.89.33.58,Found,True,443,secure.mllnm.com,,/visit.js,/submit.php,Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 6.0),774874666
104.243.41.123,Found,True,443,cuphq.com,,/visit.js,/submit.php,Mozilla/5.0 (compatible; MSIE 10.0; Windows NT 6.2; Win64; x64; Trident/6.0; Avant Browser),0
193.29.56.172,Found,True,443,192.243.102.171,jsquery.com,/jsquery-3.3.1.min.js,/jsquery-3.3.2.min.js,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/42.0.2311.135 Safari/537.36 Edge/12.246",123423511
95.217.197.85,Found,True,443,oomdatacollect.global.ssl.fastly.net,,/pixel.gif,/submit.php,Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1),0
54.144.48.52,Found,True,443,m24.yourintrinsichealth.com,syner.thel0singedge.com,/s/ref=nb_sb_noss_1/167-3294888-0262949/field-keywords=books,/N4215/adj/amzn.us.sr.aps,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko,1502747091
45.76.48.40,Found,True,443,45.76.48.40,,/g.pixel,/submit.php,Mozilla/5.0 (compatible; MSIE 10.0; Windows NT 6.2; Win64; x64; Trident/6.0; Avant Browser),1873433027
193.27.14.247,Found,True,443,ap.availablenationwide.com,ap.availablenationwide.com,/jquery-ajaxSuccess.js,/jquery-before.js,Mozilla/5.0 (Windows NT 6.3; Trident/7.0; rv:11.0) like Gecko,1873433027
74.118.138.144,Found,True,443,geotry.com,mdeny.com,/us/ky/louisville/312-s-fourth-st.html,/OrderEntryService.asmx/AddOrderLine,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko)",0
85.217.171.245,Found,True,443,85.217.171.245,,/ga.js,/submit.php,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.0; Trident/5.0),1
34.222.203.112,Found,True,443,creditnetfinance.com,creditnetfinance.com,/rs-apps/assets/images/portfolio,/next-api/graphql,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko,958113880
104.131.210.108,Found,True,443,mobilecdnprod.azureedge.net,,/__utm.gif,/submit.php,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; WOW64; Trident/5.0),1596750723
199.247.18.58,Found,True,443,199.247.18.58,,/pixel.gif,/submit.php,Mozilla/5.0 (compatible; MSIE 10.0; Windows NT 6.2; Win64; x64; Trident/6.0),0
54.226.33.66,Found,True,443,cs.yourintrinsichealth.com,,/match,/submit.php,Mozilla/5.0 (compatible; MSIE 10.0; Windows NT 6.2; WOW64; Trident/6.0; MAARJS),726371378
23.106.160.133,Found,True,443,rollfx.com,rollfx.com,/us/ky/louisville/312-s-fourth-st.html,/OrderEntryService.asmx/AddOrderLine,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko)",0
167.179.105.132,Found,True,443,www.sfhangkang.monster,CloudFlare Origin Certificate,/__utm.gif,/___utm.gif,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; Win64; x64; Trident/5.0; BOIE9;ENUS),16777216
54.144.48.52,Found,True,443,m24.yourintrinsichealth.com,syner.thel0singedge.com,/s/ref=nb_sb_noss_1/167-3294888-0262949/field-keywords=books,/N4215/adj/amzn.us.sr.aps,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko,1502747091
204.16.247.189,Found,True,443,foxreps.com,fangulf.com,/us/ky/louisville/312-s-fourth-st.html,/OrderEntryService.asmx/AddOrderLine,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko)",0
34.203.235.59,Found,True,443,sitehealthcheck.org,,/oscp/,/oscp/a/,Microsoft-CryptoAPI/6.1,859655151
50.116.12.237,Found,True,443,fonts.stata.buzz,CloudFlare Origin Certificate,/common/template/tabLib.php,/modules/recaptcha.php,Mozilla/5.0 (Windows; U; MSIE 8.1; Windows NT 5.2) Firefox/68.0,305419896
95.217.197.78,Found,True,443,oomdatacollect.global.ssl.fastly.net,,/pixel.gif,/submit.php,Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1),0
185.215.84.60,Found,True,443,s03mdn.net,msftncss.com,/telemetry/specifications,/telemetry/data,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.108 Safari/537.36",955098644
167.179.66.246,Found,True,443,a93.xyz,,/IE9CompatViewList.xml,/submit.php,Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 6.1; WOW64; Trident/4.0; SLCC2; .NET CLR 2.0.50727),305419896
149.129.53.162,Found,True,443,sit.watchdog3.com,CC,/updates,/aircanada/dark.php,Mozilla/5.0 (Windows NT 6.1; rv:24.0) Gecko/20100101 Firefox/24.0,0
185.193.36.73,Found,True,443,185.193.36.73,,/load,/submit.php,Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0; .NET4.0C; .NET4.0E),0
173.208.194.90,Found,True,443,hotshoppingdeal.website,hotshoppingdeal.website,/safebrowsing/rd/CltOb12nLW1IbHehcmUtd2hUdmFzEBAY7-0KIOkUDC7h2,/safebrowsing/rd/CINnu27nLO8hbHdfgmUtc2ihdmFyEAcY4,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko,0
185.244.150.151,Found,True,443,185.244.150.151,www.amazon.com,/s/ref=nb_sb_noss_1/167-7583947-58959383/field-keywords=books,/DF3f3/adj/amzn.us.sr.aps,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko,278852642
185.156.172.56,Found,True,443,185.156.172.56,,/en_US/all.js,/submit.php,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; WOW64; Trident/5.0),0
52.90.168.168,Found,True,443,m24.yourintrinsichealth.com,syner.thel0singedge.com,/s/ref=nb_sb_noss_1/167-3294888-0262949/field-keywords=books,/N4215/adj/amzn.us.sr.aps,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko,1502747091
161.35.38.97,Found,True,443,jscript-cdn.azureedge.net,,/npm/fullpage.js@2.9.4/dist/jquery.fullpage.min.css,/sites/p/b93/googleanalytics/track,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.3396.99 Safari/537.36",188971025
